,countryiso3code,country.value,GDP per capita (current US$),GDP (current US$),"Population, total",Population growth (annual %),"School enrollment, tertiary (% gross)","Life expectancy at birth, total (years)",High-technology exports (% of manufactured exports),Research and development expenditure (% of GDP),"International tourism, number of arrivals","International tourism, number of departures",Refugee population by country or territory of origin,Refugee population by country or territory of asylum,"Inflation, consumer prices (annual %)","Official exchange rate (LCU per US$, period average)",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),Gini index (World Bank estimate),CO2 emissions (kg per PPP $ of GDP),Energy use (kg of oil equivalent per capita),Trade (% of GDP),"Foreign direct investment, net inflows (BoP, current US$)",year,region,country,incomeLevel
4214,PYF,French Polynesia,,,273124.0,0.52089856029638,,76.787,11.8226971918135,,184000.0,55000.0,,,,107.553234404315,,,,,,26007149.1590192,2015,East Asia & Pacific,French Polynesia,High income
4215,PYF,French Polynesia,,,271705.0,0.508088239023068,,76.546,15.5649185512074,,181000.0,48000.0,,,,89.8243353779009,,,,,,61928773.3065056,2014,East Asia & Pacific,French Polynesia,High income
4216,PYF,French Polynesia,,,270328.0,0.49320918927644,,76.307,7.92651987028225,,164000.0,,,,,89.8502214987385,,,,,,99207173.3507257,2013,East Asia & Pacific,French Polynesia,High income
4217,PYF,French Polynesia,,,268998.0,0.484446518124601,,76.074,2.59912652142205,,169000.0,83000.0,,,,92.8804110841429,,,,,,147199569.589671,2012,East Asia & Pacific,French Polynesia,High income
4218,PYF,French Polynesia,,,267698.0,0.465410563522679,,75.844,18.126841015336,,163000.0,84000.0,,,,85.7295518299287,,,,,,133839517.312067,2011,East Asia & Pacific,French Polynesia,High income
4219,PYF,French Polynesia,,,266455.0,0.451751631999957,,75.611,5.00035815439837,,154000.0,89000.0,,,,90.0129741146296,,,,,,64303751.4213863,2010,East Asia & Pacific,French Polynesia,High income
4220,PYF,French Polynesia,,,265254.0,0.450772043150326,,75.363,9.27139951086552,,160000.0,88000.0,,,,85.5557814096789,,,,,,21843717.5640801,2009,East Asia & Pacific,French Polynesia,High income
4221,PYF,French Polynesia,,,264061.0,0.508750447142758,,75.092,,,196000.0,,,,,81.1363292780549,,,,,,13884094.4749379,2008,East Asia & Pacific,French Polynesia,High income
4222,PYF,French Polynesia,,,262721.0,0.653391182558943,,74.793,,,218000.0,,,,,87.0730479331812,,,,,,58249411.6366849,2007,East Asia & Pacific,French Polynesia,High income
4223,PYF,French Polynesia,,,261010.0,0.858044087716263,,74.466,,,222000.0,,,,,95.0396717197982,,,,,,30649550.5407316,2006,East Asia & Pacific,French Polynesia,High income
4224,PYF,French Polynesia,,,258780.0,1.08320858965355,,74.116,,,208000.0,,,,,95.9188433909485,,,,,,7818937.09019394,2005,East Asia & Pacific,French Polynesia,High income
4225,PYF,French Polynesia,,,255992.0,1.29313078828667,,73.751,,,212000.0,,,,,95.9333368925229,,,,,,6420023.00862775,2004,East Asia & Pacific,French Polynesia,High income
4226,PYF,French Polynesia,,,252703.0,1.48744457658463,,73.382,,,213000.0,,,,,105.494942032458,,,,,,58213238.4950583,2003,East Asia & Pacific,French Polynesia,High income
4227,PYF,French Polynesia,,,248972.0,1.63639021168158,,73.017,,,189000.0,,,,,126.200312871571,,,,,,10930935.8556037,2002,East Asia & Pacific,French Polynesia,High income
4228,PYF,French Polynesia,,,244931.0,1.74833588175288,,72.658,,,228000.0,,,,,133.237791216225,,,,,,23688754.463,2001,East Asia & Pacific,French Polynesia,High income
4229,PYF,French Polynesia,14323.820820245,3447543137.9415,240686.0,1.8725371891673,,72.303,,,252000.0,,,,,129.201037953271,,,,,29.1253783740301,9874718.9976,2000,East Asia & Pacific,French Polynesia,High income
4230,PYF,French Polynesia,16073.9987922195,3797016068.69688,236221.0,1.98856038866685,,71.946,,,211000.0,,,,,111.966914110147,,,,,29.2447049419,4430000.0,1999,East Asia & Pacific,French Polynesia,High income
4231,PYF,French Polynesia,16302.4605837944,3775160797.38928,231570.0,2.0522668819097,,71.58,,,189000.0,,,,,107.2638139482,,,,,32.8265238982401,10730000.0,1998,East Asia & Pacific,French Polynesia,High income
4232,PYF,French Polynesia,15723.213314789,3567062511.87293,226866.0,2.02327533752495,,71.202,,,180000.0,,,,,106.121560545,,,,,30.5893507724137,14370000.0,1997,East Asia & Pacific,French Polynesia,High income
4233,PYF,French Polynesia,17788.1490529454,3954696873.74892,222322.0,1.93060835978901,,70.815,,,164000.0,65000.0,,,,93.0094069905,,,,,29.8887499133638,3550000.0,1996,East Asia & Pacific,French Polynesia,High income
4234,PYF,French Polynesia,18261.8268633935,3982374845.92709,218071.0,1.79245455243075,,70.426,,,172000.0,63000.0,,,,90.7541365185,,,,,28.1594386663417,2080000.0,1995,East Asia & Pacific,French Polynesia,High income
4235,PYF,French Polynesia,16444.07868181,3522272321.40766,214197.0,1.67361422975814,,70.044,,,,,,,,100.946171781,,,,,28.3777701221934,1550000.0,1994,East Asia & Pacific,French Polynesia,High income
4236,PYF,French Polynesia,17539.7138267404,3694600399.89225,210642.0,1.6258341743718,,69.678,,,,,,,,102.967715214,,,,,27.0725326843701,-3240000.0,1993,East Asia & Pacific,French Polynesia,High income
4237,PYF,French Polynesia,17169.1240331399,3558215110.24809,207245.0,1.71257145000527,,69.332,,,,,,,,96.2511007185,,,,,26.5389963084621,30000.0,1992,East Asia & Pacific,French Polynesia,High income
4238,PYF,French Polynesia,16038.0491930106,3267367609.89528,203726.0,1.89337000721761,,69.007,,,,,,,,102.58383681,,,,,29.3135907016829,33820000.0,1991,East Asia & Pacific,French Polynesia,High income
4239,PYF,French Polynesia,15913.5904795552,3181206304.81549,199905.0,2.11265317095242,,68.704,,,,,,,,99.004900995,,,,,,22160000.0,1990,East Asia & Pacific,French Polynesia,High income
4240,PYF,French Polynesia,13470.1650118288,2636461517.1052,195726.0,2.30505926522252,,68.424,,,,,,,,116.002459755,,,,,,41540000.0,1989,East Asia & Pacific,French Polynesia,High income
4241,PYF,French Polynesia,14050.970008417,2687472829.62988,191266.0,2.47835895100079,,68.156,,,,,,,,108.307921995,,,,,,2010000.0,1988,East Asia & Pacific,French Polynesia,High income
4242,PYF,French Polynesia,13630.3174355212,2543199148.3893,186584.0,2.58808531054559,,67.888,,,,,,,,109.285496775,,,,,,-90000.0,1987,East Asia & Pacific,French Polynesia,High income
4243,PYF,French Polynesia,12658.4132248253,2301514717.29807,181817.0,2.66984234092809,,67.604,,,,,,,,125.928813465,,,,,,-30000.0,1986,East Asia & Pacific,French Polynesia,High income
4244,PYF,French Polynesia,8514.1293638779,1507230778.89921,177027.0,2.73611589516294,,67.278,,,,,,,,163.367563900455,,,,,,210000.0,1985,East Asia & Pacific,French Polynesia,High income
4245,PYF,French Polynesia,8005.80208523018,1378991403.37881,172249.0,2.82503332073747,,66.883,,,,,,,,158.892568372424,,,,,,1000000.0,1984,East Asia & Pacific,French Polynesia,High income
4246,PYF,French Polynesia,7977.82805950276,1335895286.3918,167451.0,2.88749554019535,,66.407,,,,,,,,138.568800808333,,,,,,-4000000.0,1983,East Asia & Pacific,French Polynesia,High income
4247,PYF,French Polynesia,7907.69058387052,1286462642.63697,162685.0,2.95182953322986,,65.854,,,,,,,,119.492607763333,,,,,,5000000.0,1982,East Asia & Pacific,French Polynesia,High income
4248,PYF,French Polynesia,8103.5046272101,1279972866.38172,157953.0,2.98942114063485,,65.234,,,,,,,,98.8109617813635,,,,,,130000.0,1981,East Asia & Pacific,French Polynesia,High income
4249,PYF,French Polynesia,8885.47056894563,1362151523.68993,153301.0,3.01967706200953,,64.576,,,,,,,,76.8285595141078,,,,,,,1980,East Asia & Pacific,French Polynesia,High income
4250,PYF,French Polynesia,8168.77508735287,1215031775.26795,148741.0,3.04714754771317,,63.916,,,,,,,,77.3529529351395,,,,,,150000.0,1979,East Asia & Pacific,French Polynesia,High income
4251,PYF,French Polynesia,6969.74080558668,1005573294.20763,144277.0,3.08715149798838,,63.291,,,,,,,,82.0562815633657,,,,,,460000.0,1978,East Asia & Pacific,French Polynesia,High income
4252,PYF,French Polynesia,5670.0801868281,793193187.41557,139891.0,3.15303493706588,,62.728,,,,,,,,89.3376379164501,,,,,,240000.0,1977,East Asia & Pacific,French Polynesia,High income
4253,PYF,French Polynesia,5402.37215577326,732286143.34291,135549.0,3.23588292926547,,62.239,,,,,,,,86.8906706741604,,,,,,450000.0,1976,East Asia & Pacific,French Polynesia,High income
4254,PYF,French Polynesia,5260.26041400557,690319754.911192,131233.0,3.33858871393602,,61.823,,,,,,,,77.9315887246532,,,,,,,1975,East Asia & Pacific,French Polynesia,High income
4255,PYF,French Polynesia,4375.35836944149,555337985.682991,126924.0,3.43107860300131,,61.469,,,,,,,,87.5285488301859,,,,,,,1974,East Asia & Pacific,French Polynesia,High income
4256,PYF,French Polynesia,3516.33687243851,431254103.046477,122643.0,3.48711928705126,,61.149,,,,,,,,81.0502219755422,,,,,,,1973,East Asia & Pacific,French Polynesia,High income
4257,PYF,French Polynesia,2751.12508162042,325843254.667123,118440.0,3.48627793246903,,60.836,,,,,,,,91.6459689519292,,,,,,,1972,East Asia & Pacific,French Polynesia,High income
4258,PYF,French Polynesia,2593.18334067658,296613496.873269,114382.0,3.45734528434321,,60.518,,,,,,,,100.689451223571,,,,,,,1971,East Asia & Pacific,French Polynesia,High income
4259,PYF,French Polynesia,2299.0723491307,254035999.217197,110495.0,3.38250961536441,,60.183,,,,,,,,100.985000099985,,,,,,,1970,East Asia & Pacific,French Polynesia,High income
4260,PYF,French Polynesia,2274.32856077794,242943776.862299,106820.0,3.31012986497731,,59.827,,,,,,,,94.44000009344,,,,,,,1969,East Asia & Pacific,French Polynesia,High income
4261,PYF,French Polynesia,2511.95134885139,259590076.293001,103342.0,3.29236915238014,,59.452,,,,,,,,89.765000088765,,,,,,,1968,East Asia & Pacific,French Polynesia,High income
4262,PYF,French Polynesia,2209.95418900095,220984369.12915,99995.0,3.33413357796851,,59.061,,,,,,,,89.765000088765,,,,,,,1967,East Asia & Pacific,French Polynesia,High income
4263,PYF,French Polynesia,2229.8219014155,215659455.017302,96716.0,3.44807342171078,,58.654,,,,,,,,89.765000088765,,,,,,,1966,East Asia & Pacific,French Polynesia,High income
4264,PYF,French Polynesia,1889.32329034642,176534589.603389,93438.0,3.59451913942966,,58.242,,,,,,,,89.765000088765,,,,,,,1965,East Asia & Pacific,French Polynesia,High income
4265,PYF,French Polynesia,,,90139.0,3.72049735707807,,57.845,,,,,,,,89.765000088765,,,,,,,1964,East Asia & Pacific,French Polynesia,High income
4266,PYF,French Polynesia,,,86847.0,3.74467512665526,,57.465,,,,,,,,89.765000088765,,,,,,,1963,East Asia & Pacific,French Polynesia,High income
4267,PYF,French Polynesia,,,83655.0,3.58882765551273,,57.093,,,,,,,,89.765000088765,,,,,,,1962,East Asia & Pacific,French Polynesia,High income
4268,PYF,French Polynesia,,,80706.0,3.31302106701352,,56.708,,,,,,,,89.765000088765,,,,,,,1961,East Asia & Pacific,French Polynesia,High income
4269,PYF,French Polynesia,,,78076.0,,,56.282,,,,,,,,89.765000088765,,,,,,,1960,East Asia & Pacific,French Polynesia,High income
4270,GAB,Gabon,,,,,,,,,,,,,,,,,,,,,2020,Sub-Saharan Africa ,Gabon,Upper middle income
4271,GAB,Gabon,7667.36686126914,16657960228.0892,2172579.0,2.48408920696695,,,,,,,440.0,454.0,2.46456756151187,585.911013180369,,,,,72.9391587415583,1553136883.3639,2019,Sub-Saharan Africa ,Gabon,Upper middle income
4272,GAB,Gabon,7956.62781558686,16862282413.8778,2119275.0,2.60295406093609,,66.187,,,,,342.0,686.0,4.74906652083221,555.446458398226,,,,,72.0488818477495,1379070810.8933,2018,Sub-Saharan Africa ,Gabon,Upper middle income
4273,GAB,Gabon,7230.39639268426,14929488770.7315,2064823.0,2.79685556362484,,65.839,,,,,216.0,845.0,2.65192583143898,580.656749587858,3.4,38.0,,,75.0687404456638,1314029329.7202,2017,Sub-Saharan Africa ,Gabon,Upper middle income
4274,GAB,Gabon,6984.45101873395,14023890620.3384,2007873.0,3.04339515547628,,65.418,,,,,167.0,926.0,2.1067071278405,592.605615063022,,,0.185491376131634,,70.1333810645308,1243660159.686,2016,Sub-Saharan Africa ,Gabon,Upper middle income
4275,GAB,Gabon,7384.71587003183,14383107714.0388,1947686.0,3.33509878560114,,64.913,,,,,174.0,934.0,-0.338795188753357,591.21169798261,,,0.183797393820287,,73.9497814588281,41707702.3264655,2015,Sub-Saharan Africa ,Gabon,Upper middle income
4276,GAB,Gabon,9663.42923977641,18203968001.8908,1883800.0,3.60651493569597,,64.318,,,,,179.0,1007.0,4.69045751826283,493.757329875312,,,0.183882874859632,2694.20745302049,73.5203290162438,1263109047.12989,2014,Sub-Saharan Africa ,Gabon,Upper middle income
4277,GAB,Gabon,9683.57629028674,17595745653.3676,1817071.0,3.77918069119527,,63.648,,,,,180.0,1592.0,0.50544105891569,493.899623852237,,,0.192269978825543,2913.86357495112,90.6350361478645,324032442.445876,2013,Sub-Saharan Africa ,Gabon,Upper middle income
4278,GAB,Gabon,9813.4777028244,17170465294.0332,1749682.0,3.78851340089213,,62.924,,,,,189.0,1661.0,2.65241828695619,510.556338454251,,,0.18820559567026,2072.63834228163,92.3428089420545,677327365.545557,2012,Sub-Saharan Africa ,Gabon,Upper middle income
4279,GAB,Gabon,10809.6464505909,18210308748.2912,1684635.0,3.6570478208309,,62.168,,,,,180.0,1769.0,1.2633170783742,471.248625718937,,,0.187905047999338,2429.21582419931,90.4983773331323,1123536918.98497,2011,Sub-Saharan Africa ,Gabon,Upper middle income
4280,GAB,Gabon,8849.35529971507,14372591916.4792,1624140.0,3.45858613238169,,61.4,,,,,167.0,9014.0,1.46154402720468,494.794262222947,,,0.199195211878554,3129.07877399732,89.1576627248353,523939106.191844,2010,Sub-Saharan Africa ,Gabon,Upper middle income
4281,GAB,Gabon,7690.05223487234,12065138272.7538,1568928.0,3.26432366552364,,60.637,,0.57924,,,145.0,8843.0,1.88570754577918,470.293423341398,,,0.191239262685995,2883.59567806808,83.5045774235636,635674956.848352,2009,Sub-Saharan Africa ,Gabon,Upper middle income
4282,GAB,Gabon,10212.8194320542,15508574820.3516,1518540.0,3.0736777908782,,59.904,,0.5109,,,132.0,8998.0,5.26430145575286,446.000041432788,,,0.189621624401727,2723.34347465329,88.9988725945748,693511288.988999,2008,Sub-Saharan Africa ,Gabon,Upper middle income
4283,GAB,Gabon,8447.0785912062,12438956756.4455,1472575.0,2.92318367032677,,59.229,,0.41633,,,116.0,8822.0,5.03031883679953,478.633718476363,,,0.184127165743471,2555.47187749351,85.1324791636578,654808577.188853,2007,Sub-Saharan Africa ,Gabon,Upper middle income
4284,GAB,Gabon,7214.91454358539,10318424464.3377,1430152.0,2.80820991357169,,58.641,,,,,96.0,8421.0,-1.40940136600983,522.425624895176,,,0.203110265416748,2362.39854225285,88.6494092562519,267805000.0,2006,Sub-Saharan Africa ,Gabon,Upper middle income
4285,GAB,Gabon,6888.62714727031,9578973591.00958,1390549.0,2.67868734157934,,58.181,,,269000.0,,78.0,8541.0,3.70833333333304,527.258362649626,8.0,42.2,0.238234324268151,2160.07202910505,83.9495998399241,326161877.897877,2005,Sub-Saharan Africa ,Gabon,Upper middle income
4286,GAB,Gabon,5729.29695779698,7756293574.98077,1353795.0,2.53156298740609,,57.885,,,244000.0,,50.0,13780.0,0.408205307439275,527.338032291576,,,0.241822353113394,1920.58324931027,81.7675371418698,313970792.039638,2004,Sub-Saharan Africa ,Gabon,Upper middle income
4287,GAB,Gabon,4922.37652559806,6497305662.09274,1319953.0,2.42609669054071,8.30585956573486,57.759,,,222000.0,236000.0,37.0,13999.0,2.23535313551538,579.897426172466,,,0.247697243709936,1697.32331378466,80.3026082056312,99666154.0233406,2003,Sub-Saharan Africa ,Gabon,Upper middle income
4288,GAB,Gabon,4121.95864470997,5310381151.35952,1288315.0,2.38096199852713,,57.791,,,208000.0,219000.0,34.0,13468.0,0.036682889397103,693.713226496374,,,0.254095623241518,1479.21121775342,84.7590815376223,1160708.31013769,2002,Sub-Saharan Africa ,Gabon,Upper middle income
4289,GAB,Gabon,3989.55660613452,5018874179.18704,1258003.0,2.38455966418947,8.07629013061523,57.968,,,169000.0,189000.0,24.0,15576.0,2.13762052701467,732.397693260228,,,0.270273357826286,1254.89923314968,83.6386132424108,-100615451.014713,2001,Sub-Saharan Africa ,Gabon,Upper middle income
4290,GAB,Gabon,4125.71666351713,5067865320.7979,1228360.0,2.41487017916787,,58.264,,,155000.0,168000.0,27.0,17978.0,0.504920025834855,710.207977031367,,,0.27584943725808,1197.22963951936,101.701928939638,278061231.967685,2000,Sub-Saharan Africa ,Gabon,Upper middle income
4291,GAB,Gabon,3888.89892699174,4662992036.2073,1199052.0,2.44753603767826,7.12908983230591,58.646,,,178000.0,187000.0,27.0,15069.0,-1.93660397603628,615.473349319164,,,0.283407181208136,1220.85197305872,97.7314524555904,89452781.6263726,1999,Sub-Saharan Africa ,Gabon,Upper middle income
4292,GAB,Gabon,3831.78066770816,4483417119.83928,1170061.0,2.48546258146547,,59.066,,,195000.0,203000.0,27.0,1127.0,1.44873854294598,589.951774567332,,,0.271204119097681,1285.31845775562,95.9747826086957,132605754.18622,1998,Sub-Saharan Africa ,Gabon,Upper middle income
4293,GAB,Gabon,4667.16858546361,5326816858.99586,1141338.0,2.51826181788779,,59.479,,,167000.0,,17.0,864.0,3.97345007545301,583.669372353396,,,0.273345767007399,1238.72507530635,98.5362645138464,-114712203.811615,1997,Sub-Saharan Africa ,Gabon,Upper middle income
4294,GAB,Gabon,5116.14605875863,5694040336.82571,1112955.0,2.54884240405731,,59.854,,,145000.0,,22.0,797.0,0.68969337728165,511.552430272516,,,0.292666687766202,1254.83150711394,95.6709008514144,-285112515.098994,1996,Sub-Saharan Africa ,Gabon,Upper middle income
4295,GAB,Gabon,4570.59236712951,4958845906.34769,1084946.0,2.58542895589307,,60.175,,,125000.0,,27.0,790.0,9.64653104079614,499.14842590131,,,0.299104043415249,1236.1877918348,95.1346961861668,-195496960.295521,1995,Sub-Saharan Africa ,Gabon,Upper middle income
4296,GAB,Gabon,3963.86804889036,4190819314.02958,1057255.0,2.63326815795164,,60.439,,,,,22.0,597.0,36.1162456962985,555.204695655697,,,0.30429493776621,1156.8221479208,99.9266868001634,-99602903.9968595,1994,Sub-Saharan Africa ,Gabon,Upper middle income
4297,GAB,Gabon,4252.0281857038,4378645081.01769,1029778.0,2.67675649438622,,60.659,,,,,17.0,,0.533746556474192,283.162579500018,,,0.366494174855438,1339.8713120692,83.3430365420292,-113715590.728322,1993,Sub-Saharan Africa ,Gabon,Upper middle income
4298,GAB,Gabon,5578.00517318483,5592390848.52648,1002579.0,2.70907334412588,,60.833,,,,,17.0,272.0,-9.54291330336573,264.691800750579,,,0.385399357084556,1300.71046770379,79.868842088552,126940086.185977,1992,Sub-Saharan Africa ,Gabon,Upper middle income
4299,GAB,Gabon,5537.0097213605,5402919956.93831,975783.0,2.73173336853618,,60.944,,,,,,220.0,-11.6861126920888,282.10690880882,,,0.351327727164914,1250.22674098647,80.5349385481311,-54589233.7944703,1991,Sub-Saharan Africa ,Gabon,Upper middle income
4300,GAB,Gabon,6268.95101975453,5952293765.84468,949488.0,2.75236397858299,5.295569896698,60.965,,,,,,417.0,7.72532188841208,272.264787954393,,,0.382294238911777,1244.25479837555,76.8974453905961,73457901.5900881,1990,Sub-Saharan Africa ,Gabon,Upper middle income
4301,GAB,Gabon,4532.16585864728,4186411457.45694,923711.0,2.77070484752825,5.40412998199463,60.865,,,,,,,6.74083769633498,319.008299487903,,,,1374.54571830367,86.9936353425683,-30532121.0000975,1989,Sub-Saharan Africa ,Gabon,Upper middle income
4302,GAB,Gabon,4267.81934418992,3834503378.35497,898469.0,2.776401351785,5.69917011260986,60.633,,,,,,,-8.77611940298512,297.848218819378,,,,1517.45357936668,78.5220207494277,132550733.915725,1988,Sub-Saharan Africa ,Gabon,Upper middle income
4303,GAB,Gabon,3755.48800751792,3281797038.66566,873867.0,2.76353716846735,6.01456022262573,60.266,,,,,,,-0.946185688941432,300.536562401478,,,,1475.4613688353,87.9144276143595,89806044.8430393,1987,Sub-Saharan Africa ,Gabon,Upper middle income
4304,GAB,Gabon,4004.05411644878,3403638193.57905,850048.0,2.7357539477938,,59.767,,,,,,100.0,6.2853551225645,346.305903554493,,,,1598.61207837675,89.8956477475185,110249347.782176,1986,Sub-Saharan Africa ,Gabon,Upper middle income
4305,GAB,Gabon,4038.06366202811,3339914759.37275,827108.0,2.69501546419451,,59.153,,,,,,,7.35492577597832,449.262962711607,,,,1644.16376095987,119.853382205931,15091384.2509476,1985,Sub-Saharan Africa ,Gabon,Upper middle income
4306,GAB,Gabon,4423.53149827758,3561451562.23576,805115.0,2.64983009121931,5.39899015426636,58.444,,,,,,,5.85714285714297,436.956665788008,,,,1886.37027008564,99.2931499807223,8124375.43113784,1984,Sub-Saharan Africa ,Gabon,Upper middle income
4307,GAB,Gabon,4325.27026764319,3391275731.31859,784061.0,2.6010661513893,5.20537996292114,57.674,,,,,,,10.6719367588933,381.066036024628,,,,2082.24360094431,104.867290876731,111844131.911157,1983,Sub-Saharan Africa ,Gabon,Upper middle income
4308,GAB,Gabon,4736.04629278741,3618007844.44908,763930.0,2.55000805205025,,56.873,,,,,,640.0,16.6857968797491,328.60625269899,,,,2077.74534315971,101.261670451678,131738211.444365,1982,Sub-Saharan Africa ,Gabon,Upper middle income
4309,GAB,Gabon,5186.37017914264,3862269126.92681,744696.0,2.49743779799767,,56.061,,,,,,400.0,8.70650214893007,271.731452550327,,,,2070.49856585775,104.059075750357,54575942.022219,1981,Sub-Saharan Africa ,Gabon,Upper middle income
4310,GAB,Gabon,5892.15606978026,4279637933.85136,726328.0,2.44452343067619,3.20615005493164,55.252,,,,,,20000.0,12.3403592565602,211.279555414705,,,,1891.89457104779,96.3503649635037,31522217.0310212,1980,Sub-Saharan Africa ,Gabon,Upper middle income
4311,GAB,Gabon,4275.25736378107,3030251116.35966,708788.0,2.3859248021247,2.52564001083374,54.452,,,,,,30200.0,7.95269853751444,212.721644262377,,,,1925.08479263193,95.8889233633261,55048465.0520873,1979,Sub-Saharan Africa ,Gabon,Upper middle income
4312,GAB,Gabon,3452.62054538486,2389479269.18832,692077.0,2.31269972550365,2.61038994789124,53.652,,,,,,60200.0,10.7641690976807,225.655860233957,,,,2227.24494528788,108.679525222552,56546282.4088442,1978,Sub-Saharan Africa ,Gabon,Upper middle income
4313,GAB,Gabon,4154.27475460752,2809349074.17711,676255.0,2.22083994168585,2.58491992950439,52.848,,,,,,90000.0,13.8525690862841,245.679686566576,,,,2008.38884740224,102.854245146334,34900000.0,1977,Sub-Saharan Africa ,Gabon,Upper middle income
4314,GAB,Gabon,4550.04667494901,3009409970.90463,661402.0,2.11874339480868,2.14630007743835,52.041,,,,,,60000.0,20.1715644639721,238.950494267059,,,,1883.27371250767,91.6840495063274,38700000.0,1976,Sub-Saharan Africa ,Gabon,Upper middle income
4315,GAB,Gabon,3332.00460917588,2157592936.60731,647536.0,1.99557733655502,2.12724995613098,51.234,,,,,,60000.0,28.4529426372337,214.312900341219,,,,2005.52092856613,97.4264705882353,166900000.0,1975,Sub-Saharan Africa ,Gabon,Upper middle income
4316,GAB,Gabon,2432.82468149933,1544216003.98425,634742.0,1.88005174910662,1.4502899646759,50.425,,,,,,,12.0728041856619,240.704667637823,,,,2478.90639031291,100.807102502018,79600000.0,1974,Sub-Saharan Africa ,Gabon,Upper middle income
4317,GAB,Gabon,1160.31063559259,722780701.123338,622920.0,1.81695942468193,0.798940002918243,49.612,,,,,,,6.20714116814338,222.889183053227,,,,2315.14801258589,116.511458721291,15900000.0,1973,Sub-Saharan Africa ,Gabon,Upper middle income
4318,GAB,Gabon,703.785421909943,430508357.724,611704.0,1.82977050436938,0.699299991130829,48.793,,,,,,,3.48709164347888,252.027627462649,,,,1711.28356198423,145.34531797235,17400000.0,1972,Sub-Saharan Africa ,Gabon,Upper middle income
4319,GAB,Gabon,635.495856830609,381687073.058602,600613.0,1.89916517751198,0.398030012845993,47.967,,,,,,,3.86326089701567,275.356456685332,,,,1782.28409974476,118.648810656518,15700000.0,1971,Sub-Saharan Africa ,Gabon,Upper middle income
4320,GAB,Gabon,549.456614777571,323802475.481029,589314.0,1.99979242647794,,47.125,,,,,,,3.81266490766791,276.403137026845,,,,,87.7094776068206,-700000.0,1970,Sub-Saharan Africa ,Gabon,Upper middle income
4321,GAB,Gabon,550.726052026662,318124701.048993,577646.0,2.07806591401165,,46.255,,,,,,4500.0,2.97513924739648,259.960574351236,,,,,108.706324604099,,1969,Sub-Saharan Africa ,Gabon,Upper middle income
4322,GAB,Gabon,520.477661319893,294468564.534311,565766.0,2.09093858849095,,45.357,,,,,,,2.33560405929841,247.564693756951,,,,,97.6679978962969,,1968,Sub-Saharan Africa ,Gabon,Upper middle income
4323,GAB,Gabon,490.098852792328,271543680.279265,554059.0,1.99556190966158,,44.442,,,,,,,1.97774154682664,246.000937791281,,,,,96.1078143712575,,1967,Sub-Saharan Africa ,Gabon,Upper middle income
4324,GAB,Gabon,452.668660821235,245849781.715943,543112.0,1.8117066960782,,43.528,,,,,,,3.6441113809677,245.678436557644,,,,,79.304632335204,,1966,Sub-Saharan Africa ,Gabon,Upper middle income
4325,GAB,Gabon,424.617258455559,226474285.587116,533361.0,1.60002506253449,,42.651,,,,,,,2.43847369595921,245.060934207708,,,,,80.5405405405405,,1965,Sub-Saharan Africa ,Gabon,Upper middle income
4326,GAB,Gabon,410.900952138148,215679855.272553,524895.0,1.40341400251575,,41.849,,,,,,,3.32840811900831,245.027184079042,,,,,77.8433514519825,,1964,Sub-Saharan Africa ,Gabon,Upper middle income
4327,GAB,Gabon,298.466409534426,154480244.246828,517580.0,1.22330261873465,,41.149,,,,,,,7.15833333249992,245.016350696075,,,,,92.4966571564271,,1963,Sub-Saharan Africa ,Gabon,Upper middle income
4328,GAB,Gabon,357.522363173554,182796536.499917,511287.0,1.07917192085762,,40.56,,,,,,,,245.013850686544,,,,,62.4826571460552,,1962,Sub-Saharan Africa ,Gabon,Upper middle income
4329,GAB,Gabon,331.431867958805,167637907.381696,505799.0,0.967697898550352,,40.082,,,,,,,,245.26010162116,,,,,62.8745050132713,,1961,Sub-Saharan Africa ,Gabon,Upper middle income
4330,GAB,Gabon,282.413795136241,141468977.570007,500928.0,,,39.694,,,,,,,,245.195101398359,,,,,66.7981961790426,,1960,Sub-Saharan Africa ,Gabon,Upper middle income
4331,GMB,"Gambia, The",,,,,,,,,,,,,,,,,,,,,2020,Sub-Saharan Africa ,"Gambia, The",Low income
4332,GMB,"Gambia, The",751.294688388742,1763819047.69838,2347706.0,2.92185023710734,,,,,,,17813.0,4302.0,7.11567625631189,50.0624613684222,,,,,65.4844481373124,32266071.5504,2019,Sub-Saharan Africa ,"Gambia, The",Low income
4333,GMB,"Gambia, The",712.512371079256,1624600882.32255,2280102.0,2.94672228129321,,61.735,0.15385920427552,0.0713,552000.0,,17237.0,4027.0,6.52096823946572,48.1517806379073,,,,,63.3647647572075,32957945.2678928,2018,Sub-Saharan Africa ,"Gambia, The",Low income
4334,GMB,"Gambia, The",676.655924552125,1498044491.4304,2213894.0,2.96856591791365,,61.44,0.0803969913548266,,522000.0,,14564.0,8039.0,8.0341897454591,46.6089094621101,,,,,61.4822564089895,5445631.48903737,2017,Sub-Saharan Africa ,"Gambia, The",Low income
4335,GMB,"Gambia, The",683.997653898689,1470006033.90217,2149139.0,2.98860565833539,,61.166,1.25046300471275,,450000.0,,11589.0,7936.0,7.22879272057922,43.3725276731819,,,0.119593580328462,,48.0898108254623,-1132320.07009154,2016,Sub-Saharan Africa ,"Gambia, The",Low income
